TERM	NAME	LINK
PWY-1722	"formate assimilation into 5,10-methylenetetrahydrofolate"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-1722
PWY-6612	superpathway of tetrahydrofolate biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6612
PWY-5963	thio-molybdenum cofactor biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5963
PWY-6606	guanosine nucleotides degradation II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6606
GLYSYN-PWY	glycine biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=GLYSYN-PWY
PWY-6137	copper transport II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6137
THIOREDOX-PWY	thioredoxin pathway	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=THIOREDOX-PWY
PLPSAL-PWY	pyridoxal 5'-phosphate salvage I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PLPSAL-PWY
PWY-3561	choline biosynthesis III	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-3561
PWY-6804	diacylglycerol biosynthesis (PUFA enrichment in oilseed)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6804
PWY-7170	phytochromobilin biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7170
PWY-5971	palmitate biosynthesis II (bacteria and plants)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5971
PWY-2261	ascorbate glutathione cycle	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2261
PWY-4341	L-glutamate biosynthesis V	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-4341
PWY-5138	"unsaturated, even numbered fatty acid beta-oxidation"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5138
PWY-6430	thymine degradation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6430
PWY-2602	brassinosteroid biosynthesis III	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2602
PWY-6352	3-phosphoinositide biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6352
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7187
GLYSYN-ALA-PWY	glycine biosynthesis III	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=GLYSYN-ALA-PWY
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=RIBOSYN2-PWY
PWY-5326	sulfite oxidation IV	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5326
PWY-5120	geranylgeranyl diphosphate biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5120
PWY4FS-11	L-ascorbate biosynthesis II (L-gulose pathway)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY4FS-11
PWY-5044	purine nucleotides degradation I (plants)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5044
PWY-6825	phosphatidylcholine biosynthesis V	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6825
PWY-4021	beta-alanine betaine biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-4021
PWY-7356	thiamine salvage IV (yeast)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7356
LIPAS-PWY	triacylglycerol degradation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=LIPAS-PWY
PWY-5640	nitrobenzene degradation II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5640
PWY-5697	allantoin degradation to ureidoglycolate I (urea producing)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5697
PWY-102	gibberellin inactivation I (2beta-hydroxylation)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-102
PWY-5086	chlorophyll a biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5086
PWY-5433	superpathway of lipoxygenase	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5433
PWY-5386	methylglyoxal degradation I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5386
PWY-5698	allantoin degradation to ureidoglycolate II (ammonia producing)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5698
PWY-4762	superpathway of choline biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-4762
PWY-5800	xylan biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5800
ALANINE-DEG3-PWY	L-alanine degradation III	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=ALANINE-DEG3-PWY
ARO-PWY	chorismate biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=ARO-PWY
PWYQT-4476	indole glucosinolate activation (herbivore attack)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWYQT-4476
PWY-6287	neurosporene biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6287
MANNCAT-PWY	D-mannose degradation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=MANNCAT-PWY
TYRFUMCAT-PWY	L-tyrosine degradation I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=TYRFUMCAT-PWY
TRIGLSYN-PWY	diacylglycerol and triacylglycerol biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=TRIGLSYN-PWY
PWY-6618	guanine and guanosine salvage III	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6618
PWYQT-4470	gamma-glutamyl cycle (plant pathway)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWYQT-4470
PWY-7205	CMP phosphorylation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7205
PWY-5704	urea degradation II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5704
GLUTAMATE-DEG1-PWY	L-glutamate degradation I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=GLUTAMATE-DEG1-PWY
PWY-6220	jasmonoyl-amino acid conjugates biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6220
PYRIDNUCSYN-PWY	NAD de novo biosynthesis I (from aspartate)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PYRIDNUCSYN-PWY
CHLOROPHYLL-SYN	"3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=CHLOROPHYLL-SYN
PWY-5342	ajugose biosynthesis I (galactinol-dependent)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5342
PWY-5272	abscisic acid degradation by glucosylation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5272
PWY0-662	PRPP biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY0-662
PWY-5868	simple coumarins biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868
PWY-5123	"trans, trans-farnesyl diphosphate biosynthesis"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5123
PWY-7398	coumarins biosynthesis (engineered)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7398
SULFMETII-PWY	assimilatory sulfate reduction II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=SULFMETII-PWY
PWY-6707	gallate biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6707
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PYRUVDEHYD-PWY
PWY-5070	"gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5070
PWY-5142	acyl-[acyl-carrier protein] thioesterase pathway	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5142
PWYDQC-4	indole-3-acetate biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWYDQC-4
PWY-5945	"violaxanthin, antheraxanthin and zeaxanthin interconversion"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5945
TRPSYN-PWY	L-tryptophan biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=TRPSYN-PWY
PWY-5667	CDP-diacylglycerol biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5667
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=GLYCOLYSIS
PWY-5921	glutaminyl-tRNAgln biosynthesis via transamidation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5921
PWY-5268	salvianin biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5268
URDEGR-PWY	superpathway of allantoin degradation in plants	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=URDEGR-PWY
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7196
PWY-6483	ceramide degradation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6483
PWY-5464	"superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5464
PWY-282	cuticular wax biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-282
PWY-7048	malate-oxaloacetate shuttle II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7048
PWY-6902	chitin degradation II (Vibrio)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6902
PWY-5434	"(3E)-4,8-dimethylnona-1,3,7-triene biosynthesis I"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5434
PWY-5350	thiosulfate disproportionation IV (rhodanese)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5350
PWY-6367	D-myo-inositol-5-phosphate metabolism	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6367
CITRULBIO-PWY	L-citrulline biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=CITRULBIO-PWY
OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch) I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=OXIDATIVEPENT-PWY
PWYQT-4466	superpathway of sucrose and starch metabolism I (non-photosynthetic tissue)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWYQT-4466
PWY-2841	cytokinins degradation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2841
PWY4FS-2	phosphatidylcholine biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY4FS-2
PWY-6930	phenolic malonylglucosides biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6930
PWY0-501	lipoate biosynthesis and incorporation I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY0-501
PWY-5285	sulfide oxidation III (persulfide dioxygenase)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5285
ETOH-ACETYLCOA-ANA-PWY	ethanol degradation I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=ETOH-ACETYLCOA-ANA-PWY
PWYQT-4473	glucosinolate biosynthesis from tetrahomomethionine	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWYQT-4473
PWYQT-4432	glutathione degradation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWYQT-4432
PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5084
PWY-2021	indole-3-acetate inactivation IV	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2021
PWY-6837	"fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6837
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5121
PWY-5530	sorbitol biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5530
PWY-621	sucrose degradation III (sucrose invertase)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-621
PWY-5995	linoleate biosynthesis I (plants)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5995
PWY-7183	pyrimidine nucleobases salvage I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7183
PWY-5986	ammonium transport	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5986
PWY-5194	siroheme biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5194
PWY-6333	acetaldehyde biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6333
PWY-6498	eumelanin biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6498
PWY-2781	cis-zeatin biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2781
PWY-2582	brassinosteroid biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2582
PWY-3462	L-phenylalanine biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-3462
PWY-3982	uracil degradation I (reductive)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-3982
PWY-5791	"1,4-dihydroxy-2-naphthoate biosynthesis II (plants)"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5791
PWY-6549	L-glutamine biosynthesis III	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6549
PWY-2881	cytokinins 7-N-glucoside biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2881
PWY-5080	very long chain fatty acid biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5080
PWY-7590	"(7Z,10Z,13Z)-hexadecatrienoate biosynthesis"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7590
COA-PWY	coenzyme A biosynthesis I (prokaryotic)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=COA-PWY
PWY-1822	indole-3-acetate activation I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-1822
PWY-6908	thiamine diphosphate biosynthesis IV (eukaryotes)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6908
PWY-361	phenylpropanoid biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-361
PWY-5377	alpha-amyrin biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5377
ETHYL-PWY	ethylene biosynthesis I (plants)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=ETHYL-PWY
PWY-6595	superpathway of guanosine nucleotides degradation (plants)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6595
PWY-6066	IAA biosynthesis VII	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6066
PWY-782	glycolipid desaturation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-782
PWY-6363	"D-myo-inositol (1,4,5)-trisphosphate degradation"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6363
THISYNARA-PWY	superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=THISYNARA-PWY
PWY-6666	pyocyanin biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6666
PWY66-423	"fructose 2,6-bisphosphate biosynthesis"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY66-423
PWY-6458	benzoyl-CoA biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6458
PWY-7270	L-methionine salvage cycle II (plants)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7270
PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-66
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5910
PWYQT-4477	indole glucosinolate activation (intact plant cell)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWYQT-4477
PWY-4361	S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-4361
GLUTATHIONESYN-PWY	glutathione biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=GLUTATHIONESYN-PWY
PWY-6673	caffeoylglucarate biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6673
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=ARGSYN-PWY
PWY-6007	"(3E)-4,8-dimethylnona-1,3,7-triene biosynthesis II"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6007
PWY-3341	L-proline biosynthesis III	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-3341
PWY0-1182	trehalose degradation II (cytosolic)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY0-1182
PWY-6473	4-aminobutanoate degradation IV	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6473
NAGLIPASYN-PWY	lipid IVA biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=NAGLIPASYN-PWY
PWY-321	cutin biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-321
PWY-1001	cellulose biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-1001
PWY-5686	UMP biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5686
PWY-7227	adenosine deoxyribonucleotides de novo biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7227
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=SUCSYN-PWY
PWY-6196	D-serine metabolism	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6196
PWY-82	UDP-beta-L-arabinose biosynthesis II (from beta-L-arabinose)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-82
PWY-5287	sanguinarine and macarpine biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5287
PWY-5156	superpathway of fatty acid biosynthesis II (plant)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5156
PWY-6019	pseudouridine degradation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6019
PWY-2301	myo-inositol biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2301
PWY-5453	methylglyoxal degradation III	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5453
PWYQT-4445	pyrimidine salvage pathway	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWYQT-4445
PWY-7985	oxalate degradation VI	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7985
PWY-641	proanthocyanidins biosynthesis from flavanols	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-641
PWY-7186	superpathway of scopolin and esculin biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7186
PWY-7634	vernolate biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7634
PWY-7068	ursolate biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7068
PWY-5410	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5410
P165-PWY	superpathway of purines degradation in plants	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=P165-PWY
PWY-5968	cinnamate esters biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5968
CALVIN-PWY	Calvin-Benson-Bassham cycle	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=CALVIN-PWY
PWY0-1021	L-alanine biosynthesis III	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY0-1021
ASPARTATESYN-PWY	L-aspartate biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=ASPARTATESYN-PWY
PWY-4321	L-glutamate degradation IV	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-4321
PWY-2161B-PMN	folate polyglutamylation II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2161B-PMN
PWY-5114	UDP-sugars interconversion	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5114
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY0-162
PANTO-PWY	phosphopantothenate biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PANTO-PWY
XYLCAT-PWY	D-xylose degradation I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=XYLCAT-PWY
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=GLUCOSE1PMETAB-PWY
GLUTAMINDEG-PWY	L-glutamine degradation I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=GLUTAMINDEG-PWY
PWY-6710	poly-hydroxy fatty acids biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6710
PWY0-1325	superpathway of L-asparagine biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY0-1325
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	protein N-glycosylation initial phase (eukaryotic)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS
PWY-5337	stachyose biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5337
PWY-5032	ent-kaurene biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5032
PWY-5049	rosmarinic acid biosynthesis II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5049
P401-PWY	cyanide degradation	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=P401-PWY
PWY-3981	beta-alanine biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-3981
PWY-7193	pyrimidine ribonucleosides salvage I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7193
COMPLETE-ARO-ARA-PWY	"superpathway of phenylalanine, tyrosine and tryptophan biosynthesis"	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=COMPLETE-ARO-ARA-PWY
PWY-3301	sinapate ester biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-3301
PWY-6406	salicylate biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6406
PWY-6842	glutathione-mediated detoxification II	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6842
PWY-2541	phytosterol biosynthesis (plants)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2541
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7184
PWY-6809	neoxanthin biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6809
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7211
PWY-7140	myricetin gentiobioside biosynthesis	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7140
PWY-7267	anthocyanin biosynthesis (pelargonidin 3-O-glucoside)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7267
PWY-4	UDP-alpha-D-galacturonate biosynthesis II (from D-galacturonate)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-4
PWY-5788	indole-3-acetate inactivation V	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5788
PWY-381	nitrate reduction II (assimilatory)	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-381
PWY-7060	ornithine-citrulline shuttle	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7060
PWYQT-4474	glucosinolate biosynthesis from pentahomomethionine	HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWYQT-4474
